token_count,char_count,avg_word_length,modal_intensifying,modal_mitigating,modal_discourse,modal_particles_total,epistemic_verbs,epistemic_adverbs,hedging_total,positive_evaluation,negative_evaluation,negation_count,compound_count,compound_ratio,connective_causal,connective_contrast,connective_temporal,connective_additive,connectives_total,medical_diagnosis,medical_treatment,medical_symptoms,medical_professionals,temporal_expressions,intensifiers,has_question,doc_id,sent_id,topic,topic_prob,rating
11,73,5.7272727272727275,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,3566,3,-1,0.0247836906630741,2.0
6,41,6.0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3916,0,10,0.0976079937809625,4.0
16,111,6.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,7261,13,-1,0.1025083175396039,1.0
15,89,5.0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,3852,2,31,1.0,4.0
9,81,8.11111111111111,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,3038,5,-1,0.0488787394627656,4.0
13,87,5.769230769230769,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1652,9,4,0.23774468563203,5.0
23,121,4.304347826086956,0,0,1,1,0,0,0,0,0,0,0,0.0,1,0,0,1,2,0,0,0,1,0,0,0,2567,0,-1,0.116685964039204,5.0
12,90,6.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,2623,0,-1,0.0321617471437517,6.0
17,94,4.588235294117647,0,1,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,3186,2,0,0.1310475064416094,2.0
14,104,6.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,4535,5,-1,0.0800743995522872,2.0
15,122,7.2,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,2,2,0,0,0,1,0,1,0,6283,8,14,1.0,1.0
7,79,10.428571428571429,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,266,0,6,0.21149768581844,6.0
16,107,5.75,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1595,1,-1,0.0533279174837079,4.0
17,97,4.764705882352941,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,3178,1,-1,0.0592195965663935,6.0
10,47,3.8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,4813,1,1,0.5679472482163223,6.0
7,45,5.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3153,10,-1,0.0603570695564616,2.0
14,79,4.714285714285714,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,7819,0,2,0.07144455778753,1.0
38,242,5.394736842105263,0,0,1,1,0,0,0,0,0,2,0,0.0,3,0,0,0,3,0,1,0,0,0,0,0,2463,5,-1,0.096792342080846,4.0
29,187,5.482758620689655,0,0,1,1,0,0,0,0,0,1,0,0.0,1,0,0,1,2,0,0,0,1,0,0,0,2278,4,-1,0.1109089630220516,3.0
6,36,5.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,6588,3,8,0.4928747674663382,1.0
29,184,5.379310344827586,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,2,3,0,0,0,0,0,0,0,5897,3,-1,0.0652461262575255,2.0
11,63,4.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,4917,5,3,0.1476227487347347,2.0
30,207,5.933333333333334,0,0,0,0,0,0,0,0,0,2,0,0.0,0,1,1,1,3,1,0,0,1,0,0,0,2347,1,-1,0.1929095252421517,6.0
15,81,4.466666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,154,5,19,1.0,1.0
20,114,4.75,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,6917,2,-1,0.0530849252103441,6.0
21,154,6.380952380952381,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,1,2,0,0,0,1,0,1,0,581,2,-1,0.091781200099727,5.0
10,67,5.8,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,6982,0,2,0.6907460285030623,1.0
12,66,4.583333333333333,1,0,0,1,0,0,0,0,0,1,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,6262,5,-1,0.0331741480694885,1.0
13,97,6.538461538461538,0,1,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7106,8,-1,0.0716423326566794,6.0
12,80,5.75,0,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,7474,0,-1,0.0124504025399465,6.0
10,57,4.8,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1169,0,5,1.0,6.0
5,31,5.4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5582,2,8,1.0,5.0
9,58,5.555555555555555,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,5401,7,-1,0.057310449333594,5.0
16,115,6.25,0,0,0,0,0,2,2,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,548,10,-1,0.0343473653424614,5.0
8,64,7.125,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,5580,2,17,0.1500253473010842,5.0
9,61,5.888888888888889,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,2320,2,5,0.2473228493051412,1.0
6,46,6.833333333333333,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,3465,1,7,0.5350654307343944,2.0
8,58,6.375,0,0,0,0,0,0,0,2,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,5758,0,-1,0.0477517536464733,3.0
11,66,5.090909090909091,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,7069,0,15,0.1527114202340299,2.0
7,44,5.428571428571429,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6597,1,-1,0.0394102957040544,6.0
7,43,5.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4143,7,-1,0.0091413609048944,3.0
26,179,5.923076923076923,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,6503,1,-1,0.0576115355529325,6.0
33,238,6.242424242424242,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,5792,3,-1,0.1260465283636574,4.0
19,112,4.947368421052632,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,5036,5,-1,0.0581173125960247,5.0
6,36,5.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2923,1,17,1.0,3.0
17,118,6.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,1,0,1,0,0,5302,9,-1,0.0858537915160768,6.0
17,114,5.764705882352941,0,0,0,0,1,0,1,1,0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,3877,0,-1,0.0409458511518181,2.0
9,58,5.555555555555555,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,3627,2,5,0.0693645069454089,6.0
7,52,6.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,-1,0.0334725696521904,5.0
13,69,4.384615384615385,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,2,0,0,0,1,0,0,0,3027,6,-1,0.1284401757566068,5.0
24,156,5.541666666666667,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,3489,13,26,0.1260706637519215,6.0
32,218,5.84375,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,1,0,1,0,0,3866,1,-1,0.1375576016301255,1.0
24,125,4.25,0,0,0,0,0,0,0,1,0,1,0,0.0,2,0,0,1,3,0,0,0,0,0,0,0,2790,7,0,0.2123315935888891,5.0
13,99,6.6923076923076925,0,0,1,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,952,4,-1,0.0522200183031227,5.0
6,36,5.166666666666667,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6660,5,-1,0.0606980196167607,6.0
44,278,5.340909090909091,0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,2,2,0,0,0,0,0,1,0,660,1,-1,0.0801067093992897,3.0
21,135,5.476190476190476,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,0,1,0,0,0,0,4915,9,0,1.0,5.0
17,98,4.823529411764706,1,0,0,1,0,0,0,1,1,0,0,0.0,0,1,1,0,2,0,0,0,0,0,0,0,2527,10,-1,0.0732385180243929,5.0
18,130,6.277777777777778,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,59,10,-1,0.0532606396383488,5.0
9,51,4.777777777777778,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,4907,6,22,0.1984218557371886,6.0
14,97,6.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,6240,3,-1,0.1026795605833524,2.0
10,61,5.2,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,4623,4,3,1.0,2.0
7,35,4.142857142857143,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3395,0,1,1.0,1.0
7,56,7.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,960,1,-1,0.0089694714665544,2.0
26,167,5.461538461538462,1,0,0,1,1,0,1,0,0,1,0,0.0,1,1,0,0,2,0,0,0,0,1,0,0,5164,0,-1,0.0147338806445412,1.0
10,56,4.7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6114,3,37,1.0,3.0
8,57,6.25,0,0,0,0,0,0,0,1,0,2,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,4839,10,-1,0.0325786699892603,1.0
12,66,4.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,5134,3,-1,0.009539579141964,6.0
9,58,5.555555555555555,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2174,1,-1,0.0100732365356475,1.0
11,83,6.636363636363637,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,6394,0,-1,0.0307990089043248,1.0
12,81,5.833333333333333,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1466,0,34,0.1347108762064956,5.0
6,43,6.333333333333333,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,910,1,9,0.2280114803079191,6.0
18,101,4.666666666666667,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,0,0,0,0,1,0,4362,1,-1,0.096630053662098,2.0
17,102,5.0588235294117645,1,0,0,1,0,0,0,0,1,1,0,0.0,0,0,0,1,1,0,0,0,1,1,0,0,3486,9,19,1.0,4.0
9,65,6.333333333333333,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,3238,3,3,1.0,1.0
9,53,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,7986,3,-1,0.08183245350043,1.0
9,64,6.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,4900,1,1,0.5483318629454349,4.0
10,57,4.8,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6084,13,-1,0.0192567974471549,5.0
6,40,5.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,2481,1,10,0.140509233904866,6.0
11,90,7.2727272727272725,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,6262,3,2,0.1168783007795722,1.0
5,27,4.6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,5279,4,-1,0.0243085391827881,1.0
21,127,5.095238095238095,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,1,0,1,1,0,0,0,3865,4,-1,0.1397913029884433,6.0
5,39,7.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,3993,0,3,0.5878365903763334,1.0
14,73,4.285714285714286,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,4831,9,-1,0.0513758535449067,5.0
6,37,5.333333333333333,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1730,0,3,0.2288547038977106,3.0
13,64,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,311,3,13,1.0,1.0
10,57,4.8,1,0,0,1,0,0,0,1,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,575,0,-1,0.0103156106251546,2.0
11,87,7.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1238,0,-1,0.0078892418269677,5.0
22,134,5.136363636363637,0,0,1,1,0,0,0,2,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1699,4,-1,0.0270823872933904,1.0
7,61,7.857142857142857,0,0,0,0,0,0,0,1,0,1,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,754,0,-1,0.0307029888331841,3.0
15,108,6.266666666666667,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,6817,3,-1,0.1258445543828206,6.0
6,38,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7377,5,-1,0.0098344973287712,3.0
10,67,5.8,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6332,3,-1,0.1130933124043945,6.0
19,136,6.2105263157894735,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,916,11,-1,0.0644924394651625,1.0
29,160,4.551724137931035,0,0,1,1,0,0,0,0,0,1,0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,811,1,-1,0.0853771837746491,3.0
15,102,5.866666666666666,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,5368,4,-1,0.0277510620045543,6.0
19,109,4.7894736842105265,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,3,3,0,0,0,0,0,0,0,1099,4,-1,0.0144879715322568,1.0
16,110,5.9375,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,1,0,1,0,0,0,2423,1,-1,0.0929870824014102,4.0
15,92,5.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,564,2,12,0.0531500997516828,1.0
8,50,5.375,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4419,0,8,0.2542789392537024,1.0
15,104,6.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,6458,2,4,0.119750236162168,5.0
11,63,4.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,3251,0,-1,0.0461688947599493,1.0
5,39,7.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6364,2,17,0.1959599019872148,5.0
6,31,4.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,3308,1,-1,0.0127707575781823,5.0
6,43,6.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3174,5,6,0.0232910225501474,4.0
6,47,7.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,7144,2,3,0.3139983019880805,1.0
13,89,5.923076923076923,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,777,3,-1,0.0271762244824634,3.0
5,30,5.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2279,1,-1,0.0476056977602475,6.0
33,218,5.636363636363637,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,1888,5,-1,0.0645372377263337,4.0
6,28,3.8333333333333335,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5881,5,-1,0.0722468114672877,6.0
7,42,5.142857142857143,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1257,5,-1,0.1873160933290002,2.0
7,49,6.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7369,3,-1,0.1432353035420622,1.0
12,77,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,2,0,0,0,0,0,0,0,317,6,-1,0.0220735174279211,4.0
23,174,6.608695652173913,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,5230,0,-1,0.1452935165192635,3.0
5,21,3.4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4762,1,8,0.4940977044695166,2.0
19,105,4.578947368421052,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6841,4,0,0.2128999097993837,1.0
11,62,4.7272727272727275,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,1255,3,-1,0.0548949441473329,5.0
19,126,5.684210526315789,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,4152,2,-1,0.0327034718640447,5.0
9,74,7.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1084,8,33,0.1600279246337405,4.0
19,109,4.7894736842105265,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1870,9,-1,0.0731325424796827,6.0
19,115,5.105263157894737,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,7513,0,-1,0.0699390464406295,3.0
11,69,5.363636363636363,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,2020,2,-1,0.0495080418436357,2.0
8,48,5.125,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,4418,4,-1,0.0079490866969268,1.0
16,96,5.0625,0,1,0,1,0,0,0,2,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,5287,12,-1,0.0085388768450055,3.0
15,101,5.8,0,0,0,0,0,0,0,2,3,1,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,2396,5,22,1.0,6.0
6,29,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7132,1,1,0.8227714152139836,1.0
9,64,6.222222222222222,0,1,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7164,3,-1,0.0143696498711123,4.0
9,61,5.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,2,0,0,0,0,1216,0,-1,0.2190423653427411,4.0
27,167,5.222222222222222,1,0,1,2,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,6320,2,0,1.0,5.0
27,176,5.555555555555555,0,1,1,2,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,3873,7,0,0.2201974957194212,5.0
17,111,5.588235294117647,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,2,3,0,0,0,1,0,0,0,585,4,-1,0.0817287443157984,3.0
10,58,4.9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3743,4,-1,0.0452299172397336,5.0
15,108,6.266666666666667,1,0,0,1,0,0,0,0,1,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1073,0,-1,0.023383583084205,6.0
14,72,4.214285714285714,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,1,2,0,0,0,0,0,0,0,1247,0,-1,0.0371957951977303,2.0
15,122,7.2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1,0,0,0,1,0,5260,3,-1,0.0090160383447714,1.0
10,58,4.9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1273,2,-1,0.1052006732183396,2.0
9,67,6.555555555555555,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,0,0,0,0,0,1,0,2208,2,6,0.0531679953663188,2.0
11,70,5.454545454545454,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3370,1,-1,0.0439528999282344,6.0
21,146,6.0,0,0,1,1,0,0,0,2,0,0,0,0.0,1,0,0,2,3,0,1,0,0,0,0,0,1219,2,-1,0.0085966364026761,2.0
15,73,3.933333333333333,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,4133,1,0,0.2742651473656691,5.0
35,215,5.171428571428572,1,1,0,2,0,0,0,0,0,1,0,0.0,1,0,3,2,6,0,0,0,0,0,0,0,5222,4,0,0.2473686580936736,5.0
7,35,4.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4075,2,4,0.0840189991821919,5.0
7,48,6.0,0,1,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2706,3,1,0.3208599915622376,6.0
17,103,5.117647058823529,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6885,6,-1,0.0681098131204089,2.0
18,111,5.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4380,0,-1,0.0484615199202096,5.0
36,300,7.361111111111111,0,0,0,0,0,0,0,0,0,1,0,0.0,2,0,0,0,2,0,1,0,0,0,1,0,5356,6,-1,0.1369877221053688,2.0
12,73,5.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,2399,0,1,1.0,3.0
16,109,5.875,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,7184,2,2,0.1493060514124573,1.0
17,99,4.882352941176471,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,5108,2,5,0.0399113590888853,2.0
16,124,6.8125,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1259,2,-1,0.0581112427575757,2.0
11,60,4.545454545454546,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,4785,0,28,1.0,5.0
46,313,5.826086956521739,0,0,3,3,1,0,1,2,1,2,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,6778,1,0,0.1865477862122589,4.0
40,319,7.0,0,0,1,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,7661,4,-1,0.0581565624048143,2.0
25,163,5.56,0,0,1,1,0,0,0,0,1,0,0,0.0,0,0,0,2,2,0,0,0,0,0,1,0,1817,7,-1,0.051062297286364,5.0
17,99,4.882352941176471,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,957,2,15,0.0627507433489831,2.0
11,81,6.454545454545454,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,5882,0,6,0.0485651969312938,3.0
25,174,6.0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,256,2,-1,0.0160007754316917,5.0
13,78,5.076923076923077,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2763,1,40,0.3113625844614076,2.0
11,69,5.363636363636363,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,4987,5,-1,0.0526482382882115,6.0
19,122,5.473684210526316,0,0,1,1,1,0,1,1,0,1,0,0.0,0,0,0,2,2,0,0,0,0,0,0,0,5079,1,5,0.0674542727350044,5.0
5,39,7.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,7837,2,3,0.3583887381507728,5.0
20,118,4.95,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,5732,1,-1,0.0128421618225889,5.0
7,62,8.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6769,0,-1,0.2412438080997368,5.0
25,165,5.64,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,2,0,1,0,1,1,0,0,7459,7,0,0.3680259951855975,5.0
15,85,4.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2747,7,-1,0.0461660351556292,6.0
7,41,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,6240,4,1,1.0,2.0
14,106,6.642857142857143,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,5258,3,-1,0.0468879773522935,3.0
23,160,6.0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,5149,13,-1,0.1898903843804986,5.0
23,149,5.521739130434782,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6529,5,-1,0.1044632083346261,1.0
10,71,6.2,0,1,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,3591,3,-1,0.0191467967886726,2.0
34,220,5.5,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,1,0,1,1,0,0,0,0,2911,9,-1,0.0468554209098558,2.0
